migration_scenario,year,year_month,FIPS,area_name,age_in_yrs_num,age_in_yrs_char,total,total_male,total_female,nh_white_total,nh_white_male,nh_white_female,nh_black_total,nh_black_male,nh_black_female,hispanic_total,hispanic_male,hispanic_female,nh_asian_total,nh_asian_male,nh_asian_female,nh_other_total,nh_other_male,nh_other_female
Mid,2042,204207,000,State of Texas,15,15 yrs,449748,229503,220245,113023,57655,55368,54947,27870,27077,229933,117610,112323,23634,11983,11651,28211,14385,13826
Mid,2042,204207,000,State of Texas,16,16 yrs,449663,229466,220197,114031,58146,55885,55133,27947,27186,229297,117353,111944,23868,12084,11784,27334,13936,13398
Mid,2042,204207,000,State of Texas,17,17 yrs,450181,229719,220462,115213,58725,56488,55395,28052,27343,228877,117208,111669,24223,12238,11985,26473,13496,12977
Mid,2042,204207,000,State of Texas,18,18 yrs,450834,230051,220783,116390,59296,57094,55667,28162,27505,228432,117080,111352,24726,12457,12269,25619,13056,12563
Mid,2042,204207,000,State of Texas,19,19 yrs,452041,230641,221400,117914,60061,57853,56198,28366,27832,227901,116924,110977,25278,12676,12602,24750,12614,12136
Mid,2042,204207,000,State of Texas,20,20 yrs,452117,230556,221561,119212,60705,58507,56971,28720,28251,226756,116298,110458,25381,12703,12678,23797,12130,11667
Mid,2042,204207,000,State of Texas,21,21 yrs,453129,231028,222101,120541,61369,59172,57238,28778,28460,226369,116195,110174,26088,13016,13072,22893,11670,11223
Mid,2042,204207,000,State of Texas,22,22 yrs,426070,217036,209034,112610,57455,55155,54289,27036,27253,206641,106017,100624,30656,15387,15269,21874,11141,10733
Mid,2042,204207,000,State of Texas,23,23 yrs,435509,221404,214105,117276,59877,57399,56243,27898,28345,209137,107083,102054,31597,15736,15861,21256,10810,10446
Mid,2042,204207,000,State of Texas,24,24 yrs,453076,230149,222927,121238,61807,59431,58963,29395,29568,216937,111075,105862,33782,16620,17162,22156,11252,10904
Mid,2042,204207,000,State of Texas,25,25 yrs,472718,240485,232233,127890,65227,62663,60534,30155,30379,225873,115771,110102,35917,17743,18174,22504,11589,10915
Mid,2042,204207,000,State of Texas,26,26 yrs,492013,249765,242248,134361,68488,65873,62824,30864,31960,234899,120651,114248,36956,18134,18822,22973,11628,11345
Mid,2042,204207,000,State of Texas,27,27 yrs,504395,256609,247786,136408,69808,66600,64640,31884,32756,241312,124272,117040,38672,18886,19786,23363,11759,11604
Mid,2042,204207,000,State of Texas,28,28 yrs,504292,256270,248022,137250,70168,67082,64621,31967,32654,241111,123967,117144,38800,18762,20038,22510,11406,11104
Mid,2042,204207,000,State of Texas,29,29 yrs,507218,256994,250224,137978,69999,67979,64796,31763,33033,241416,124220,117196,40550,19782,20768,22478,11230,11248
Mid,2042,204207,000,State of Texas,30,30 yrs,510542,258961,251581,137947,69955,67992,65683,32281,33402,244512,126306,118206,40306,19218,21088,22094,11201,10893
Mid,2042,204207,000,State of Texas,31,31 yrs,517882,263197,254685,140564,71867,68697,66942,32884,34058,247957,128190,119767,40514,19149,21365,21905,11107,10798
Mid,2042,204207,000,State of Texas,32,32 yrs,543489,275523,267966,145529,74443,71086,70400,34232,36168,263247,135627,127620,41270,19466,21804,23043,11755,11288
Mid,2042,204207,000,State of Texas,33,33 yrs,546056,277171,268885,146767,74971,71796,71120,34863,36257,264173,136309,127864,41437,19597,21840,22559,11431,11128
Mid,2042,204207,000,State of Texas,34,34 yrs,561328,284150,277178,150798,76835,73963,73176,35729,37447,271682,139928,131754,42710,20095,22615,22962,11563,11399
Mid,2042,204207,000,State of Texas,35,35 yrs,558428,282497,275931,151425,77266,74159,73422,35882,37540,269131,138202,130929,41876,19629,22247,22574,11518,11056
Mid,2042,204207,000,State of Texas,36,36 yrs,549812,278851,270961,150073,76896,73177,71174,34560,36614,264347,136558,127789,42260,19731,22529,21958,11106,10852
Mid,2042,204207,000,State of Texas,37,37 yrs,553566,281291,272275,151465,77596,73869,71086,34718,36368,266120,137936,128184,43111,20166,22945,21784,10875,10909
Mid,2042,204207,000,State of Texas,38,38 yrs,549878,278936,270942,152610,78003,74607,70295,34376,35919,262332,135429,126903,43168,20328,22840,21473,10800,10673
Mid,2042,204207,000,State of Texas,39,39 yrs,542174,274851,267323,151205,77451,73754,69280,33853,35427,258339,133210,125129,42910,20046,22864,20440,10291,10149
Mid,2042,204207,000,State of Texas,40,40 yrs,546762,276987,269775,152703,78215,74488,73743,35621,38122,255467,132170,123297,44462,20860,23602,20387,10121,10266
Mid,2042,204207,000,State of Texas,41,41 yrs,551483,276755,274728,159045,80674,78371,73932,35364,38568,251994,128861,123133,46319,21886,24433,20193,9970,10223
Mid,2042,204207,000,State of Texas,42,42 yrs,545701,275569,270132,162071,82772,79299,73257,35104,38153,246361,126558,119803,44991,21454,23537,19021,9681,9340
Mid,2042,204207,000,State of Texas,43,43 yrs,520991,263001,257990,156228,79740,76488,69026,33261,35765,234354,120160,114194,43514,20924,22590,17869,8916,8953
Mid,2042,204207,000,State of Texas,44,44 yrs,505157,255586,249571,151972,77729,74243,66719,32192,34527,225601,115966,109635,43476,21067,22409,17389,8632,8757
Mid,2042,204207,000,State of Texas,45,45 yrs,495283,250472,244811,151709,77600,74109,64651,31069,33582,219357,112878,106479,43061,20747,22314,16505,8178,8327
Mid,2042,204207,000,State of Texas,46,46 yrs,492166,247863,244303,152508,77672,74836,63934,30719,33215,215931,110343,105588,42734,20756,21978,17059,8373,8686
Mid,2042,204207,000,State of Texas,47,47 yrs,504139,254494,249645,158084,80905,77179,66458,31753,34705,220606,112944,107662,42363,20643,21720,16628,8249,8379
Mid,2042,204207,000,State of Texas,48,48 yrs,485076,242897,242179,153557,78258,75299,64584,30866,33718,208926,105620,103306,41688,20278,21410,16321,7875,8446
Mid,2042,204207,000,State of Texas,49,49 yrs,484891,242591,242300,155110,79086,76024,65114,30942,34172,206324,104124,102200,42102,20555,21547,16241,7884,8357
Mid,2042,204207,000,State of Texas,50,50 yrs,488547,243948,244599,160600,81865,78735,65374,30935,34439,204618,103066,101552,41837,20223,21614,16118,7859,8259
Mid,2042,204207,000,State of Texas,51,51 yrs,480753,239352,241401,161819,82329,79490,64069,30197,33872,196965,98951,98014,41473,20007,21466,16427,7868,8559
Mid,2042,204207,000,State of Texas,52,52 yrs,508363,253840,254523,172650,87878,84772,67482,31807,35675,208377,105294,103083,42864,20715,22149,16990,8146,8844
Mid,2042,204207,000,State of Texas,53,53 yrs,456401,225509,230892,158782,80661,78121,59920,28062,31858,180602,89552,91050,41155,19653,21502,15942,7581,8361
Mid,2042,204207,000,State of Texas,54,54 yrs,458114,226676,231438,160340,81238,79102,59021,27412,31609,182875,91402,91473,40310,19218,21092,15568,7406,8162
Mid,2042,204207,000,State of Texas,55,55 yrs,447475,220646,226829,158516,80077,78439,56639,26602,30037,177790,87998,89792,39042,18731,20311,15488,7238,8250
Mid,2042,204207,000,State of Texas,56,56 yrs,445178,219190,225988,159620,80603,79017,56181,26123,30058,174995,86505,88490,39417,18851,20566,14965,7108,7857
Mid,2042,204207,000,State of Texas,57,57 yrs,465194,230237,234957,166469,84575,81894,57916,27239,30677,185188,91880,93308,40329,19395,20934,15292,7148,8144
Mid,2042,204207,000,State of Texas,58,58 yrs,427960,209466,218494,153871,77631,76240,53241,24621,28620,167583,82048,85535,38670,18377,20293,14595,6789,7806
Mid,2042,204207,000,State of Texas,59,59 yrs,428843,209601,219242,155000,78352,76648,53465,24824,28641,167725,81464,86261,37903,18040,19863,14750,6921,7829
Mid,2042,204207,000,State of Texas,60,60 yrs,423653,206418,217235,152906,76983,75923,52010,23983,28027,167648,81530,86118,36845,17378,19467,14244,6544,7700
Mid,2042,204207,000,State of Texas,61,61 yrs,414843,201276,213567,149956,75507,74449,52009,23774,28235,162936,78597,84339,35485,16731,18754,14457,6667,7790
Mid,2042,204207,000,State of Texas,62,62 yrs,436444,213175,223269,154885,77791,77094,54825,25286,29539,176520,86636,89884,36043,16891,19152,14171,6571,7600
Mid,2042,204207,000,State of Texas,63,63 yrs,378351,182874,195477,136361,68457,67904,47765,21843,25922,147932,70960,76972,33140,15563,17577,13153,6051,7102
Mid,2042,204207,000,State of Texas,64,64 yrs,376403,180674,195729,135466,67326,68140,45698,20854,24844,150704,71755,78949,31733,14967,16766,12802,5772,7030
Mid,2042,204207,000,State of Texas,65,65 yrs,364488,174974,189514,130280,64753,65527,43891,20082,23809,146544,69666,76878,31455,14804,16651,12318,5669,6649
Mid,2042,204207,000,State of Texas,66,66 yrs,354298,169565,184733,126417,62965,63452,42189,18934,23255,142556,67582,74974,31387,14793,16594,11749,5291,6458
Mid,2042,204207,000,State of Texas,67,67 yrs,369866,178115,191751,132785,65792,66993,42891,19712,23179,150562,72180,78382,31634,14974,16660,11994,5457,6537
Mid,2042,204207,000,State of Texas,68,68 yrs,336632,159918,176714,122654,60355,62299,39992,18015,21977,133864,62866,70998,29280,13748,15532,10842,4934,5908
Mid,2042,204207,000,State of Texas,69,69 yrs,336646,159155,177491,124565,61036,63529,40317,17996,22321,131651,61611,70040,28753,13417,15336,11360,5095,6265
Mid,2042,204207,000,State of Texas,70,70 yrs,340690,160403,180287,132146,64492,67654,39861,17712,22149,129724,60224,69500,27731,12851,14880,11228,5124,6104
Mid,2042,204207,000,State of Texas,71,71 yrs,343499,161299,182200,139767,67891,71876,40392,17880,22512,125580,58137,67443,26237,12203,14034,11523,5188,6335
Mid,2042,204207,000,State of Texas,72,72 yrs,345693,162907,182786,140683,68106,72577,39362,17326,22036,128854,60602,68252,25630,11812,13818,11164,5061,6103
Mid,2042,204207,000,State of Texas,73,73 yrs,301894,140656,161238,125038,60030,65008,34078,14873,19205,109958,50884,59074,22873,10447,12426,9947,4422,5525
Mid,2042,204207,000,State of Texas,74,74 yrs,288263,133812,154451,118400,56776,61624,33023,14433,18590,106744,49063,57681,20739,9455,11284,9357,4085,5272
Mid,2042,204207,000,State of Texas,75,75 yrs,276567,127585,148982,116046,55013,61033,31957,13676,18281,100688,46466,54222,18815,8521,10294,9061,3909,5152
Mid,2042,204207,000,State of Texas,76,76 yrs,273487,125813,147674,115756,54564,61192,31760,13520,18240,98681,45548,53133,18378,8341,10037,8912,3840,5072
Mid,2042,204207,000,State of Texas,77,77 yrs,284172,130030,154142,125985,59000,66985,32279,13554,18725,99015,45512,53503,17679,7971,9708,9214,3993,5221
Mid,2042,204207,000,State of Texas,78,78 yrs,268355,121497,146858,123759,57298,66461,29608,12232,17376,89255,40660,48595,16625,7412,9213,9108,3895,5213
Mid,2042,204207,000,State of Texas,79,79 yrs,258460,115999,142461,122125,56181,65944,28281,11594,16687,83825,37688,46137,15323,6744,8579,8906,3792,5114
Mid,2042,204207,000,State of Texas,80,80 yrs,246186,109930,136256,119380,54483,64897,26549,10832,15717,78370,35212,43158,13449,5888,7561,8438,3515,4923
Mid,2042,204207,000,State of Texas,81,81 yrs,235112,103888,131224,115435,52360,63075,25473,10238,15235,73566,32626,40940,12750,5439,7311,7888,3225,4663
Mid,2042,204207,000,State of Texas,82,82 yrs,229332,100920,128412,113843,51244,62599,24244,9667,14577,71694,31804,39890,12168,5079,7089,7383,3126,4257
Mid,2042,204207,000,State of Texas,83,83 yrs,201498,87521,113977,102063,45535,56528,21368,8408,12960,60733,26517,34216,10648,4320,6328,6686,2741,3945
Mid,2042,204207,000,State of Texas,84,84 yrs,190190,81486,108704,97588,42913,54675,19628,7614,12014,57002,24485,32517,9693,3876,5817,6279,2598,3681
Mid,2042,204207,000,State of Texas,85,85 yrs,171715,72134,99581,88418,38059,50359,17581,6655,10926,51187,21720,29467,8822,3443,5379,5707,2257,3450
Mid,2042,204207,000,State of Texas,86,86 yrs,154474,64370,90104,79997,34112,45885,15611,5889,9722,45933,19301,26632,7944,3080,4864,4989,1988,3001
Mid,2042,204207,000,State of Texas,87,87 yrs,143280,58971,84309,75061,31673,43388,14207,5202,9005,42322,17565,24757,7172,2749,4423,4518,1782,2736
Mid,2042,204207,000,State of Texas,88,88 yrs,120411,48299,72112,64325,26404,37921,11514,4115,7399,34833,14083,20750,5968,2263,3705,3771,1434,2337
Mid,2042,204207,000,State of Texas,89,89 yrs,106284,42236,64048,57093,23304,33789,9993,3509,6484,30595,12222,18373,5376,1991,3385,3227,1210,2017
Mid,2042,204207,000,State of Texas,90,90 yrs,90394,35429,54965,49168,19795,29373,8402,2839,5563,25853,10209,15644,4330,1555,2775,2641,1031,1610
Mid,2042,204207,000,State of Texas,91,91 yrs,76204,29240,46964,40646,16032,24614,7244,2373,4871,22300,8675,13625,3828,1347,2481,2186,813,1373
Mid,2042,204207,000,State of Texas,92,92 yrs,66873,25303,41570,36137,14083,22054,6023,1972,4051,19385,7396,11989,3420,1194,2226,1908,658,1250
Mid,2042,204207,000,State of Texas,93,93 yrs,53543,19973,33570,29706,11365,18341,4722,1528,3194,15064,5649,9415,2537,892,1645,1514,539,975
Mid,2042,204207,000,State of Texas,94,94 yrs,45829,17014,28815,26248,9989,16259,3756,1201,2555,12508,4668,7840,2043,696,1347,1274,460,814
Mid,2042,204207,000,State of Texas,95,95+ yrs,127496,44615,82881,73692,26522,47170,10155,3024,7131,34896,12087,22809,5411,1869,3542,3342,1113,2229
Mid,2043,204307,000,State of Texas,-1,All Ages,38030512,18810696,19219816,11822139,5871105,5951034,4710232,2247576,2462656,16978429,8506242,8472187,2747562,1313519,1434043,1772150,872254,899896
Mid,2043,204307,000,State of Texas,0,< 1 yr,410110,209156,200954,95780,48848,46932,47645,24299,23346,205832,104974,100858,19478,9934,9544,41375,21101,20274
Mid,2043,204307,000,State of Texas,1,1 yr,414964,211530,203434,96961,49449,47512,48259,24589,23670,209190,106612,102578,19954,10179,9775,40600,20701,19899
Mid,2043,204307,000,State of Texas,2,2 yrs,420414,214263,206151,98358,50167,48191,49006,24957,24049,212633,108327,104306,20480,10450,10030,39937,20362,19575
Mid,2043,204307,000,State of Texas,3,3 yrs,425675,216942,208733,99775,50900,48875,49770,25332,24438,215854,109967,105887,20999,10715,10284,39277,20028,19249
Mid,2043,204307,000,State of Texas,4,4 yrs,430548,219429,211119,101145,51609,49536,50503,25693,24810,218828,111492,107336,21482,10958,10524,38590,19677,18913
Mid,2043,204307,000,State of Texas,5,5 yrs,435070,221715,213355,102459,52279,50180,51187,26031,25156,221630,112919,108711,21921,11173,10748,37873,19313,18560
Mid,2043,204307,000,State of Texas,6,6 yrs,439120,223793,215327,103716,52926,50790,51822,26347,25475,224168,114234,109934,22297,11355,10942,37117,18931,18186
Mid,2043,204307,000,State of Texas,7,7 yrs,442513,225556,216957,104863,53521,51342,52383,26629,25754,226328,115374,110954,22627,11513,11114,36312,18519,17793
Mid,2043,204307,000,State of Texas,8,8 yrs,445400,227056,218344,105930,54066,51864,52903,26887,26016,228181,116363,111818,22911,11648,11263,35475,18092,17383
Mid,2043,204307,000,State of Texas,9,9 yrs,447753,228301,219452,106932,54581,52351,53367,27117,26250,229699,117194,112505,23150,11762,11388,34605,17647,16958
Mid,2043,204307,000,State of Texas,10,10 yrs,449635,229293,220342,107884,55065,52819,53774,27318,26456,230922,117866,113056,23344,11851,11493,33711,17193,16518
Mid,2043,204307,000,State of Texas,11,11 yrs,451059,230041,221018,108787,55521,53266,54159,27506,26653,231801,118354,113447,23512,11931,11581,32800,16729,16071
Mid,2043,204307,000,State of Texas,12,12 yrs,452017,230567,221450,109665,55965,53700,54479,27658,26821,232334,118684,113650,23653,11999,11654,31886,16261,15625
Mid,2043,204307,000,State of Texas,13,13 yrs,452715,230961,221754,110573,56421,54152,54783,27804,26979,232626,118884,113742,23760,12055,11705,30973,15797,15176
Mid,2043,204307,000,State of Texas,14,14 yrs,453021,231147,221874,111484,56883,54601,55039,27925,27114,232570,118905,113665,23866,12106,11760,30062,15328,14734
Mid,2043,204307,000,State of Texas,15,15 yrs,453165,231242,221923,112435,57358,55077,55246,28017,27229,232308,118823,113485,24006,12169,11837,29170,14875,14295
Mid,2043,204307,000,State of Texas,16,16 yrs,453336,231336,222000,113474,57866,55608,55498,28128,27370,231863,118661,113202,24223,12264,11959,28278,14417,13861
Mid,2043,204307,000,State of Texas,17,17 yrs,453627,231474,222153,114556,58387,56169,55747,28227,27520,231350,118476,112874,24574,12415,12159,27400,13969,13431
Mid,2043,204307,000,State of Texas,18,18 yrs,454599,231968,222631,115817,59004,56813,56087,28368,27719,231062,118428,112634,25085,12636,12449,26548,13532,13016
Mid,2043,204307,000,State of Texas,19,19 yrs,455680,232483,223197,117339,59768,57571,56621,28574,28047,230421,118209,112212,25634,12854,12780,25665,13078,12587
Mid,2043,204307,000,State of Texas,20,20 yrs,457147,233191,223956,118896,60540,58356,57191,28797,28394,229960,118083,111877,26307,13136,13171,24793,12635,12158
Mid,2043,204307,000,State of Texas,21,21 yrs,457391,233177,224214,120225,61203,59022,58015,29168,28847,228857,117459,111398,26457,13198,13259,23837,12149,11688
Mid,2043,204307,000,State of Texas,22,22 yrs,458456,233668,224788,121527,61859,59668,58271,29228,29043,228517,117357,111160,27211,13537,13674,22930,11687,11243
Mid,2043,204307,000,State of Texas,23,23 yrs,431562,219743,211819,113619,57963,55656,55316,27480,27836,208844,107190,101654,31870,15950,15920,21913,11160,10753
Mid,2043,204307,000,State of Texas,24,24 yrs,441220,224178,217042,118298,60390,57908,57298,28345,28953,211447,108300,103147,32869,16308,16561,21308,10835,10473
Mid,2043,204307,000,State of Texas,25,25 yrs,459087,233038,226049,122305,62337,59968,60053,29851,30202,219419,112391,107028,35099,17182,17917,22211,11277,10934
Mid,2043,204307,000,State of Texas,26,26 yrs,478994,243507,235487,128984,65772,63212,61648,30607,31041,228542,117224,111318,37263,18292,18971,22557,11612,10945
Mid,2043,204307,000,State of Texas,27,27 yrs,498445,252842,245603,135489,69044,66445,63957,31322,32635,237666,122168,115498,38302,18652,19650,23031,11656,11375
Mid,2043,204307,000,State of Texas,28,28 yrs,510840,259678,251162,137549,70370,67179,65774,32346,33428,244078,125783,118295,40018,19393,20625,23421,11786,11635
Mid,2043,204307,000,State of Texas,29,29 yrs,510668,259325,251343,138390,70734,67656,65759,32430,33329,243865,125473,118392,40090,19256,20834,22564,11432,11132
Mid,2043,204307,000,State of Texas,30,30 yrs,513450,260016,253434,139092,70557,68535,65909,32225,33684,244135,125712,118423,41780,20265,21515,22534,11257,11277
Mid,2043,204307,000,State of Texas,31,31 yrs,516579,261945,254634,139046,70510,68536,66764,32730,34034,247148,127779,119369,41469,19697,21772,22152,11229,10923
Mid,2043,204307,000,State of Texas,32,32 yrs,523651,266059,257592,141648,72418,69230,68001,33335,34666,250421,129563,120858,41624,19611,22013,21957,11132,10825
Mid,2043,204307,000,State of Texas,33,33 yrs,548961,278214,270747,146589,74981,71608,71433,34674,36759,265516,136873,128643,42332,19908,22424,23091,11778,11313
Mid,2043,204307,000,State of Texas,34,34 yrs,551322,279734,271588,147828,75508,72320,72149,35301,36848,266290,137457,128833,42450,20017,22433,22605,11451,11154
Mid,2043,204307,000,State of Texas,35,35 yrs,566400,286585,279815,151867,77376,74491,74212,36162,38050,273645,140974,132671,43669,20487,23182,23007,11586,11421
Mid,2043,204307,000,State of Texas,36,36 yrs,562439,284641,277798,151893,77536,74357,73974,36151,37823,271050,139258,131792,42908,20160,22748,22614,11536,11078
Mid,2043,204307,000,State of Texas,37,37 yrs,553440,280758,272682,150515,77147,73368,71670,34798,36872,266035,137466,128569,43225,20225,23000,21995,11122,10873
Mid,2043,204307,000,State of Texas,38,38 yrs,556810,282954,273856,151864,77819,74045,71537,34930,36607,267589,138698,128891,43999,20617,23382,21821,10890,10931
Mid,2043,204307,000,State of Texas,39,39 yrs,552834,280411,272423,152980,78214,74766,70718,34573,36145,263656,136081,127575,43975,20731,23244,21505,10812,10693
Mid,2043,204307,000,State of Texas,40,40 yrs,544837,276141,268696,151541,77640,73901,69667,34029,35638,259507,133760,125747,43651,20410,23241,20471,10302,10169
Mid,2043,204307,000,State of Texas,41,41 yrs,549225,278158,271067,153011,78391,74620,74108,35786,38322,256539,132655,123884,45152,21195,23957,20415,10131,10284
Mid,2043,204307,000,State of Texas,42,42 yrs,553770,277818,275952,159344,80848,78496,74287,35528,38759,252926,129247,123679,46994,22216,24778,20219,9979,10240
Mid,2043,204307,000,State of Texas,43,43 yrs,547813,276551,271262,162331,82931,79400,73594,35262,38332,247212,126891,120321,45632,21778,23854,19044,9689,9355
Mid,2043,204307,000,State of Texas,44,44 yrs,522967,263947,259020,156458,79885,76573,69340,33409,35931,235155,120484,114671,44126,21247,22879,17888,8922,8966
Mid,2043,204307,000,State of Texas,45,45 yrs,507037,256496,250541,152181,77859,74322,67001,32328,34673,226374,116285,110089,44074,21387,22687,17407,8637,8770
Mid,2043,204307,000,State of Texas,46,46 yrs,496966,251283,245683,151876,77703,74173,64906,31188,33718,220035,113152,106883,43629,21058,22571,16520,8182,8338
Mid,2043,204307,000,State of Texas,47,47 yrs,493606,248545,245061,152635,77751,74884,64162,30825,33337,216477,110552,105925,43264,21044,22220,17068,8373,8695
Mid,2043,204307,000,State of Texas,48,48 yrs,505258,254972,250286,158143,80943,77200,66653,31838,34815,220988,113044,107944,42839,20899,21940,16635,8248,8387
Mid,2043,204307,000,State of Texas,49,49 yrs,485964,243235,242729,153576,78270,75306,64753,30936,33817,209202,105659,103543,42108,20498,21610,16325,7872,8453
Mid,2043,204307,000,State of Texas,50,50 yrs,485562,242808,242754,155080,79061,76019,65252,30995,34257,206529,104139,102390,42462,20735,21727,16239,7878,8361
Mid,2043,204307,000,State of Texas,51,51 yrs,489029,244072,244957,160512,81808,78704,65473,30960,34513,204753,103056,101697,42178,20397,21781,16113,7851,8262
Mid,2043,204307,000,State of Texas,52,52 yrs,481091,239395,241696,161692,82240,79452,64149,30208,33941,197022,98912,98110,41811,20178,21633,16417,7857,8560
Mid,2043,204307,000,State of Texas,53,53 yrs,508476,253735,254741,172441,87737,84704,67521,31791,35730,208345,105202,103143,43196,20874,22322,16973,8131,8842
Mid,2043,204307,000,State of Texas,54,54 yrs,456497,225379,231118,158557,80509,78048,59956,28042,31914,180571,89460,91111,41489,19803,21686,15924,7565,8359
Mid,2043,204307,000,State of Texas,55,55 yrs,458049,226429,231620,160047,81042,79005,59035,27381,31654,182786,91265,91521,40635,19353,21282,15546,7388,8158
Mid,2043,204307,000,State of Texas,56,56 yrs,447258,220308,226950,158159,79849,78310,56623,26548,30075,177654,87827,89827,39367,18870,20497,15455,7214,8241
Mid,2043,204307,000,State of Texas,57,57 yrs,444775,218734,226041,159189,80326,78863,56128,26052,30076,174805,86294,88511,39725,18982,20743,14928,7080,7848
Mid,2043,204307,000,State of Texas,58,58 yrs,464432,229567,234865,165913,84218,81695,57807,27133,30674,184858,91587,93271,40609,19514,21095,15245,7115,8130
Mid,2043,204307,000,State of Texas,59,59 yrs,427129,208780,218349,153293,77266,76027,53122,24516,28606,167229,81747,85482,38941,18497,20444,14544,6754,7790
Mid,2043,204307,000,State of Texas,60,60 yrs,427775,208779,218996,154340,77929,76411,53302,24693,28609,167275,81118,86157,38169,18160,20009,14689,6879,7810
Mid,2043,204307,000,State of Texas,61,61 yrs,422348,205459,216889,152163,76507,75656,51816,23834,27982,167088,81123,85965,37103,17495,19608,14178,6500,7678
Mid,2043,204307,000,State of Texas,62,62 yrs,413296,200180,213116,149136,74986,74150,51762,23594,28168,162304,78151,84153,35717,16834,18883,14377,6615,7762
Mid,2043,204307,000,State of Texas,63,63 yrs,434380,211745,222635,153904,77166,76738,54490,25050,29440,175676,86049,89627,36226,16965,19261,14084,6515,7569
Mid,2043,204307,000,State of Texas,64,64 yrs,376377,181522,194855,135417,67861,67556,47442,21618,25824,147169,70436,76733,33288,15614,17674,13061,5993,7068
Mid,2043,204307,000,State of Texas,65,65 yrs,374053,179111,194942,134400,66663,67737,45329,20602,24727,149794,71149,78645,31827,14985,16842,12703,5712,6991
Mid,2043,204307,000,State of Texas,66,66 yrs,361178,172866,188312,128916,63903,65013,43348,19744,23604,145356,68920,76436,31318,14683,16635,12240,5616,6624
Mid,2043,204307,000,State of Texas,67,67 yrs,350647,167270,183377,124953,62054,62899,41607,18579,23028,141249,66768,74481,31174,14633,16541,11664,5236,6428
Mid,2043,204307,000,State of Texas,68,68 yrs,365597,175458,190139,131102,64754,66348,42238,19310,22928,149012,71215,77797,31353,14787,16566,11892,5392,6500
Mid,2043,204307,000,State of Texas,69,69 yrs,332440,157346,175094,120982,59329,61653,39337,17622,21715,132389,61962,70427,28989,13562,15427,10743,4871,5872
Mid,2043,204307,000,State of Texas,70,70 yrs,332059,156373,175686,122721,59915,62806,39599,17573,22026,130063,60646,69417,28436,13218,15218,11240,5021,6219
Mid,2043,204307,000,State of Texas,71,71 yrs,335618,157362,178256,130018,63213,66805,39094,17266,21828,128019,59199,68820,27392,12642,14750,11095,5042,6053
Mid,2043,204307,000,State of Texas,72,72 yrs,337877,157971,179906,137306,66432,70874,39548,17395,22153,123777,57063,66714,25880,11986,13894,11366,5095,6271
Mid,2043,204307,000,State of Texas,73,73 yrs,339449,159240,180209,137960,66510,71450,38466,16820,21646,126793,59371,67422,25237,11579,13658,10993,4960,6033
Mid,2043,204307,000,State of Texas,74,74 yrs,295864,137178,158686,122361,58482,63879,33232,14402,18830,108014,49751,58263,22480,10218,12262,9777,4325,5452
Mid,2043,204307,000,State of Texas,75,75 yrs,281958,130220,151738,115615,55182,60433,32135,13942,18193,104686,47882,56804,20343,9228,11115,9179,3986,5193
Mid,2043,204307,000,State of Texas,76,76 yrs,269940,123861,146079,113062,53330,59732,31028,13175,17853,98569,45257,53312,18414,8295,10119,8867,3804,5063
Mid,2043,204307,000,State of Texas,77,77 yrs,266210,121757,144453,112460,52722,59738,30749,12979,17770,96370,44239,52131,17936,8093,9843,8695,3724,4971
Mid,2043,204307,000,State of Texas,78,78 yrs,275708,125386,150322,121977,56791,65186,31148,12962,18186,96430,44071,52359,17195,7705,9490,8958,3857,5101
Mid,2043,204307,000,State of Texas,79,79 yrs,259477,116727,142750,119383,54931,64452,28473,11653,16820,86682,39257,47425,16116,7138,8978,8823,3748,5075
Mid,2043,204307,000,State of Texas,80,80 yrs,248969,110981,137988,117333,53620,63713,27090,10997,16093,81154,36264,44890,14799,6468,8331,8593,3632,4961
Mid,2043,204307,000,State of Texas,81,81 yrs,236041,104640,131401,114129,51717,62412,25312,10220,15092,75571,33737,41834,12927,5617,7310,8102,3349,4753
Mid,2043,204307,000,State of Texas,82,82 yrs,224247,98319,125928,109735,49391,60344,24161,9605,14556,70631,31113,39518,12187,5156,7031,7533,3054,4479
Mid,2043,204307,000,State of Texas,83,83 yrs,217462,94870,122592,107548,47986,59562,22868,9010,13858,68476,30153,38323,11562,4781,6781,7008,2940,4068
Mid,2043,204307,000,State of Texas,84,84 yrs,189879,81690,108189,95792,42323,53469,20040,7786,12254,57687,24985,32702,10054,4037,6017,6306,2559,3747
Mid,2043,204307,000,State of Texas,85,85 yrs,177959,75448,102511,90926,39557,51369,18284,6997,11287,53781,22896,30885,9088,3593,5495,5880,2405,3475
Mid,2043,204307,000,State of Texas,86,86 yrs,159461,66220,93241,81754,34778,46976,16258,6065,10193,47935,20141,27794,8209,3164,5045,5305,2072,3233
Mid,2043,204307,000,State of Texas,87,87 yrs,142302,58572,83730,73371,30896,42475,14321,5320,9001,42676,17741,24935,7334,2806,4528,4600,1809,2791
Mid,2043,204307,000,State of Texas,88,88 yrs,130789,53130,77659,68210,28402,39808,12922,4656,8266,38966,15986,22980,6562,2480,4082,4129,1606,2523
Mid,2043,204307,000,State of Texas,89,89 yrs,108839,43053,65786,57882,23426,34456,10375,3646,6729,31762,12682,19080,5407,2020,3387,3413,1279,2134
